title,format,start_year,episodes,duration,runtime,genres,mean_score,popularity
Tsukuru no Daisuki! NenDo!-kun to Nakamatachi,TV_SHORT,2018,9,1,9,Fantasy- Slice of Life,56,17
Tsukuyomi: Moon Phase Special,SPECIAL,2006,1,23,23,Comedy- Supernatural,62,2781
Tsun Tsun Maid wa Ero Ero desu,OVA,2013,2,16,32,Comedy- Hentai- Romance,68,4781
Tsunlise Mini,ONA,2023,12,1,12,Fantasy,58,386
Tsurezure PoPiPa,ONA,2025,10,1,10,Comedy- Slice of Life,61,525
Tsuri Baka Eika-san! Sky Girls Dynamite Fishing,SPECIAL,2007,9,4,36,Comedy- Mecha- Sci-Fi,61,1000
Tsuri Baka Nisshi,TV,2002,36,20,720,Comedy- Slice of Life,54,353
Tsurikichi Sanpei,TV,1980,109,25,2725,Adventure- Sports,69,2114
Tsuritama: Harikitte Contest,OVA,2012,1,18,18,Comedy- Sci-Fi- Slice of Life- Sports,56,1115
Tsuru ga Mau Yoru ni,ONA,2023,1,10,10,Fantasy,59,178
Tsuru ni Notte: Tomoko no Bouken,MOVIE,1993,1,30,30,Drama,57,505
Tsuru no Ongaeshi,MOVIE,1965,1,17,17,Fantasy- Supernatural,44,234
Tsuruhime Ja!,TV,1990,49,24,1176,Comedy,55,172
Tsurupeta Shugo Kishi Elfina Ochiru,OVA,2023,2,20,40,Fantasy- Hentai,64,1661
Tsurupika Hagemaru-kun,TV,1988,59,24,1416,Comedy,66,1036
Tsuyokiss: Cool×Sweet,TV,2006,12,24,288,Comedy- Romance- Slice of Life,60,4041
Tsuyoku,MUSIC,2016,1,5,5,Drama,53,95
Tsuyoshi Shikkari Shinasai,TV,1992,112,22,2464,Comedy- Drama- Romance- Slice of Life,68,1039
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,MOVIE,1993,1,30,30,Comedy- Drama- Romance- Slice of Life,57,195
Tteotda Keunyeo!!,ONA,2003,5,5,25,Comedy- Romance,72,5745
Tteotda Keunyeo!! another step,ONA,2020,1,8,8,Comedy- Romance,66,242
Ttoli Janggun,MOVIE,1978,1,76,76,Action- Drama,41,132
Tu Xia Chuanqi,MOVIE,2011,1,89,89,Action- Adventure- Comedy,45,145
Tu Xia Zhi Qing Li Chuanshuo,MOVIE,2015,1,90,90,Action- Adventure- Comedy,44,137
Tuanzimen De Shiming,ONA,2022,12,3,36,Comedy,62,112
Tudi Ge Ge Shi Da Lao,ONA,2024,40,12,480,Action- Adventure- Fantasy,68,216
Tug-Tug,MOVIE,1998,1,5,5,Comedy,30,146
Tululu feat. TAKU INOUE,MUSIC,2020,1,4,4,Fantasy- Romance,60,150
Tun Tian Ji,ONA,2025,40,10,400,Action- Adventure- Fantasy,65,184
Tunshi Xingkong,ONA,2020,26,20,520,Action- Sci-Fi,79,3951
Tunshi Xingkong 2,ONA,2021,26,21,546,Action- Sci-Fi,83,2538
Tunshi Xingkong 3,ONA,2022,33,21,693,Action- Sci-Fi,83,1517
Tunshi Xingkong Movie: Xueluo Dalu,ONA,2024,1,93,93,Action- Adventure- Fantasy- Sci-Fi,80,674
Tunshi Yongheng,ONA,2020,30,12,360,Action- Adventure- Fantasy,52,149
Turn A Gundam I: Earth Light,MOVIE,2002,1,120,120,Action- Drama- Mecha- Sci-Fi,60,1898
Turn A Gundam II: Moonlight Butterfly,MOVIE,2002,1,128,128,Action- Drama- Mecha- Sci-Fi,61,1863
Turning Girls,ONA,2013,7,6,42,Comedy- Slice of Life,56,3410
Turning Mecard,TV,2015,52,28,1456,Adventure- Mecha,61,497
Turning Mecard W,TV,2016,26,28,728,Adventure- Mecha,56,254
Turning Mecard W Season 2,TV,2017,26,28,728,Adventure- Mecha,55,184
Turning Mecard W: Vandyne-ui Bimil,TV,2017,6,21,126,Adventure- Mecha,50,147
Turuturutu Narongi,TV_SHORT,2004,52,15,780,Adventure,50,112
Tuzki: LOVE ASSASSIN,ONA,2014,1,2,2,Comedy- Romance,51,376
TV de Hakken!! Tamagotchi,TV_SHORT,1997,27,1,27,Comedy- Fantasy- Slice of Life,49,276
TV Yarou Nanaana,TV_SHORT,2018,24,3,72,Adventure- Comedy,56,1010
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,TV_SHORT,2020,24,5,120,Adventure- Comedy,57,483
TV Yarou Nanaana: Wakuwaku Doukutsu Land,TV_SHORT,2019,24,3,72,Adventure- Comedy,58,533
TWD EXPRESS Rolling Takeoff,MOVIE,1987,1,55,55,Adventure- Sci-Fi,52,339
Twin Angel Break,TV,2017,12,23,276,Comedy- Mahou Shoujo,57,4553
Twin Bee Paradise Tulip Kaigan Monogatari,SPECIAL,1998,1,10,10,Comedy,49,56
TWIN SIGNAL: Family Game,OVA,1996,3,29,87,Comedy- Mecha- Sci-Fi,62,828
Twinbee PARADISE,OVA,1998,4,30,120,Action- Adventure,69,545
Twinkle Heart: Gingakei made Todokanai,OVA,1986,1,44,44,Adventure- Comedy,53,966
Twinkle NORA Rock Me!,OVA,1985,1,30,30,Adventure- Fantasy- Sci-Fi,27,2522
Twins in Bakery,MOVIE,2013,1,5,5,Comedy- Fantasy,45,62
Tytania,TV,2008,26,24,624,Adventure- Psychological- Romance- Sci-Fi,63,4249
Uchi no 3 Shimai,TV,2008,102,23,2346,Comedy- Slice of Life,69,384
Uchi no 3 Shimai Movie,MOVIE,2019,1,15,15,Comedy- Slice of Life,60,32
Uchi no Kaisha no Chiisai Senpai no Hanashi Mini Anime,ONA,2023,12,2,24,Comedy,59,634
Uchi no Maid ga Uzasugiru! OVA,OVA,2019,1,24,24,Comedy- Slice of Life,66,7108
Uchurei!,TV_SHORT,2009,12,3,36,Comedy- Sci-Fi- Slice of Life,48,423
Uchuu Ace,TV,1965,52,25,1300,Action- Adventure- Sci-Fi,47,529
Uchuu Densetsu Ulysses 31,TV,1981,26,25,650,Action- Adventure- Sci-Fi,66,2270
Uchuu Enban Dai-Sensou,MOVIE,1975,1,30,30,Action- Mecha,51,818
Uchuu Hikoushi no Uta,MUSIC,2003,1,2,2,Fantasy,49,252
Uchuu Icchokusenn,MOVIE,2010,1,27,27,Fantasy- Mystery- Sci-Fi,52,349
Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,MOVIE,1978,1,35,35,Action- Sci-Fi,67,1950
Uchuu Kaizoku Mito no Daibouken,TV,1999,13,24,312,Adventure- Comedy- Sci-Fi,63,1614
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,TV,1999,13,24,312,Adventure- Sci-Fi,63,741
Uchuu Kazoku Carlvinson,OVA,1988,1,45,45,Comedy- Sci-Fi,65,1714
Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,TV,2004,13,25,325,Drama- Sci-Fi,66,1872
Uchuu Kuubo Blue Noah,TV,1979,24,25,600,Action- Drama- Sci-Fi,64,908
Uchuu Kyoudai #0,MOVIE,2014,1,90,90,Comedy- Sci-Fi- Slice of Life,73,2816
Uchuu Kyoudai: Apos Dream,OVA,2012,1,15,15,Comedy- Sci-Fi,49,1272
Uchuu Majin Daikengou,TV,1978,26,25,650,Action- Mecha- Sci-Fi,66,690
Uchuu Nanchara Kotetsu-kun,TV_SHORT,2021,64,10,640,Comedy- Sci-Fi,49,301
Uchuu Neko: Mardock no Bouken,ONA,2016,4,2,8,Adventure- Comedy,52,72
Uchuu no Kishi Tekkaman,TV,1975,26,25,650,Action- Adventure- Mecha- Sci-Fi,62,1618
Uchuu no Kishi Tekkaman Blade,TV,1992,49,25,1225,Action- Adventure- Drama- Mecha- Romance- Sci-Fi,72,5835
Uchuu no Kishi Tekkaman Blade II,OVA,1994,6,30,180,Action- Adventure- Drama- Mecha- Sci-Fi,61,1548
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,OVA,1999,1,9,9,Action- Mecha- Sci-Fi,61,808
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,OVA,1999,1,5,5,Action- Mecha- Sci-Fi,51,804
Uchuu no Kishi Tekkaman Blade: TWIN BLOOD,OVA,1994,1,10,10,Action- Mecha- Sci-Fi,63,1011
Uchuu no Stellvia,TV,2003,26,23,598,Action- Mecha- Romance- Sci-Fi,71,6630
Uchuu Seiki Yowa,SPECIAL,1996,10,3,30,Drama- Mecha- Sci-Fi,56,1258
Uchuu Senkan Tiramisu II,TV_SHORT,2018,13,7,91,Comedy- Mecha- Sci-Fi- Slice of Life,64,3399
Uchuu Senkan Tiramisu II Specials,SPECIAL,2019,4,7,28,Comedy- Mecha- Sci-Fi- Slice of Life,61,846
Uchuu Senkan Tiramisu Specials,SPECIAL,2018,3,8,24,Comedy- Mecha- Sci-Fi- Slice of Life,62,1408
Uchuu Senkan Yamato (Movie),MOVIE,1977,1,140,140,Drama- Sci-Fi,66,2825
Uchuu Senkan Yamato 2,TV,1978,26,24,624,Drama- Sci-Fi,73,2969
Uchuu Senkan Yamato 2199 Hoshi-Meguru Hakobune,MOVIE,2014,1,111,111,Action- Drama- Sci-Fi,74,4501
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,MOVIE,2014,1,130,130,Action- Drama- Sci-Fi,75,1204
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,2017,26,25,650,Action- Drama- Sci-Fi,75,7617
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,OVA,2021,8,24,192,Action- Sci-Fi,76,3375
Uchuu Senkan Yamato III,TV,1980,25,23,575,Drama- Sci-Fi,70,2391
Uchuu Senkan Yamato Pilot Film,SPECIAL,1990,1,9,9,Drama- Sci-Fi,55,684
Uchuu Senkan Yamato to Iu Jidai: Seireki 2202-nen no Sentaku,MOVIE,2021,1,120,120,Action- Drama- Sci-Fi,73,1313
Uchuu Senkan Yamato: Aratanaru Tabidachi,SPECIAL,1979,1,95,95,Drama- Sci-Fi,64,1727
Uchuu Senkan Yamato: Fukkatsu-hen,MOVIE,2009,1,134,134,Action- Adventure- Drama- Sci-Fi,68,1621
Uchuu Senkan Yamato: Kanketsu-hen,MOVIE,1983,1,163,163,Drama- Sci-Fi,69,1798
Uchuu Senshi Baldios,TV,1980,34,25,850,Adventure- Drama- Mecha- Sci-Fi,70,1775
Uchuu Senshi Baldios (Movie),MOVIE,1981,1,117,117,Action- Mecha- Sci-Fi,66,928
Uchuu Shounen Soran,TV,1965,96,25,2400,Action- Adventure- Sci-Fi,43,315
Uchuu Shounen Soran (Movie),MOVIE,1965,1,25,25,Action- Adventure- Sci-Fi,30,102
Uchuu Taitei God Sigma,TV,1980,50,20,1000,Action- Mecha,69,847
Uchuujin MuuMuu,TV,2025,24,24,576,Comedy- Mystery- Sci-Fi- Slice of Life,64,5453
Uchuujin Tanaka Tarou,TV,2000,24,20,480,Comedy,54,432
Uchuusen Sagittarius,TV,1986,77,24,1848,Adventure- Sci-Fi,70,736
Udauda Yatteru Hima wa Nee!,OVA,1995,2,50,100,Action- Comedy,50,218
UFO Princess Valkyrie,TV,2002,12,23,276,Comedy- Ecchi- Sci-Fi,64,5204
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,TV,2003,12,23,276,Comedy- Romance- Sci-Fi,67,2193
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,OVA,2005,6,24,144,Comedy- Romance- Sci-Fi,67,1791
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA,2006,2,24,48,Comedy- Romance- Sci-Fi,66,1557
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,SPECIAL,2003,1,24,24,Comedy- Ecchi- Romance- Sci-Fi,67,1053
UFO Senshi Dai Apolon,TV,1976,26,24,624,Action- Mecha,57,665
UFO Senshi Dai Apolon II,TV,1976,21,24,504,Action- Mecha,63,339
UG☆Ultimate Girls,TV_SHORT,2005,12,13,156,Comedy- Ecchi- Sci-Fi,54,2373
Uju Heukgisa,MOVIE,1979,1,80,80,Action- Sci-Fi,24,784
Ujusonyeon Kaesi,MOVIE,1979,1,70,70,Action- Adventure- Sci-Fi,38,95
Ukare Violin,MOVIE,1955,1,13,13,Fantasy,45,56
Ukkari Pénélope,TV_SHORT,2006,26,5,130,Comedy- Slice of Life,56,185
Ukkari Pénélope (2009),TV_SHORT,2009,26,5,130,Comedy- Slice of Life,61,158
Ukkari Pénélope OVA,OVA,2007,2,5,10,Fantasy,51,102
Ulibyeol Ilhowa Eollugso,MOVIE,2014,1,81,81,Comedy- Music- Romance,56,673
Ultra B,TV,1987,119,25,2975,Comedy,62,929
Ultra B: Black Hole kara no Dokusaisha BB!!,MOVIE,1988,1,20,20,Adventure- Comedy,54,214
Ultra Maniac,TV,2003,26,24,624,Comedy- Romance- Supernatural,69,6603
Ultra Nyan 2: Happy Daisakusen,MOVIE,1998,1,30,30,Comedy,58,394
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,MOVIE,1997,1,30,30,Comedy,58,630
Ultraman Company,OVA,1996,1,30,30,Comedy- Sci-Fi,34,84
ULTRAMAN FINAL,ONA,2023,12,25,300,Action- Drama- Sci-Fi,71,2288
Ultraman Graffiti,OVA,1990,6,8,48,Action- Comedy,49,332
Ultraman Kids no Kotowaza Monogatari,TV,1986,26,24,624,Comedy,67,348
Ultraman M78 Gekijou: LOVE & PEACE,SPECIAL,1999,1,22,22,Comedy- Sci-Fi,73,215
ULTRAMAN Season 2,ONA,2022,6,25,150,Action- Drama- Sci-Fi,65,3509
Ultraman USA,MOVIE,1989,1,80,80,Action- Adventure- Sci-Fi,52,606
Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,OVA,1996,1,40,40,Action- Sci-Fi,65,412
Ultrasonico,SPECIAL,2017,1,2,2,Comedy,44,558
Ultraviolet: Code 044,TV,2008,12,24,288,Action- Sci-Fi,50,2096
Ulysses 31 Pilot,SPECIAL,1980,1,24,24,Action- Adventure- Sci-Fi,52,281
Uma no Friends,ONA,2017,1,4,4,Comedy- Fantasy- Sports,59,1578
Umayon: Shinsaku Short Anime,SPECIAL,2021,12,2,24,Comedy- Slice of Life,68,2353
Umayuru,ONA,2022,24,3,72,Comedy- Slice of Life,72,4731
Umayuru: Pretty Gray,ONA,2025,4,3,12,Comedy- Slice of Life,68,3246
Umeboshi Denka,TV,1969,26,25,650,Comedy,57,320
Umeboshi Denka: Uchuu no Hate kara Panparopan!,MOVIE,1994,1,30,30,Comedy,49,230
Umi da! Funade da! Nikoniko- Pun,MOVIE,1990,1,66,66,Comedy- Fantasy,65,220
Umi Monogatari: Anata ga Ite Kureta Koto,TV,2009,12,24,288,Drama- Fantasy- Mahou Shoujo- Romance- Supernatural,62,7019
Umi Monogatari: Anata ga Ite Kureta Koto Special,SPECIAL,2010,1,24,24,Comedy- Fantasy- Mahou Shoujo- Romance- Supernatural,66,1367
Umi Monogatari: Kanon to Iku Amamikoshima,SPECIAL,2009,13,1,13,Drama- Supernatural,54,523
Umi Monogatari: Marin no Kore Naani?,SPECIAL,2009,4,2,8,Comedy,57,794
Umi ni Ochita Tsuki no Hanashi,MOVIE,2013,1,18,18,Fantasy,60,404
Umi no Aurora,MOVIE,2000,1,91,91,Adventure- Sci-Fi,39,308
Umi no Triton,TV,1972,27,23,621,Adventure- Fantasy,62,1127
Umi no Triton (Movie),MOVIE,1979,2,74,148,Adventure- Fantasy,66,407
Umi no Yami- Tsuki no Kage,OVA,1989,3,30,90,Drama- Horror- Romance,61,1383
Umigame to Shounen,SPECIAL,2002,1,45,45,Drama,48,364
Umihiko Yamahiko,MOVIE,1968,1,18,18,Fantasy,38,164
Umineko no Naku Koro ni Specials,SPECIAL,2009,26,1,26,Comedy,55,3570
UMISEA,ONA,2021,4,4,16,Adventure- Comedy- Slice of Life,64,1660
UNDER THE DOG Anthea-chan,ONA,2015,1,3,3,Action- Comedy,42,1525
Underdog,MOVIE,2019,1,102,102,Drama,64,160
Unico,MOVIE,1981,1,90,90,Adventure- Fantasy,70,2988
Unico Mahou no Shima e,MOVIE,1983,1,91,91,Adventure- Fantasy,72,1734
Unico: Kuroi Kumo Shiroi Hane,MOVIE,1979,1,26,26,Adventure- Fantasy,64,1045
UniteUp! Mini Drama,ONA,2022,4,8,32,Comedy,50,116
Universe,MUSIC,2007,1,5,5,Fantasy,62,832
Unkai no Meikyuu ZEGUY,OVA,1993,2,36,72,Action- Adventure- Fantasy,57,1397
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,TV_SHORT,2009,13,2,26,Adventure- Comedy,40,243
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,TV_SHORT,2010,13,3,39,Adventure- Comedy,45,11
Unmei Sensen Liddell-light,SPECIAL,2022,1,,1,Action- Mahou Shoujo,45,80
until i die,MUSIC,2023,1,5,5,Adventure- Drama- Sci-Fi,58,72
Untitled World,MUSIC,2020,1,1,1,Action- Fantasy,70,781
Uobbuchou,ONA,2012,1,8,8,Comedy,38,233
Upotte!! OVA,OVA,2012,1,26,26,Comedy- Ecchi,62,4153
Ura Tegami Bachi,SPECIAL,2010,25,3,75,Comedy,65,1302
URACON III Opening Animation,MOVIE,1984,1,14,14,Action- Adventure- Sci-Fi,54,203
Urameshi Denwa,MOVIE,1975,1,2,2,Comedy,39,171
Uranomito,MUSIC,2021,1,4,4,Fantasy,54,247
Urarochi Diamond,OVA,2001,1,40,40,Adventure,43,412
Urashimasakatasen no Nichijou,TV_SHORT,2019,12,4,48,Comedy- Slice of Life,55,2306
Urashimasakatasen no Nichijou OVA,OVA,2020,1,4,4,Comedy- Slice of Life,51,392
Urawa no Usagi-chan,TV_SHORT,2015,12,4,48,Comedy- Slice of Life,50,5967
Urawa no Usagi-chan Mihousou-banashi,SPECIAL,2015,1,4,4,Comedy- Slice of Life,51,1095
Urayasu Tekkin Kazoku,TV_SHORT,1998,33,7,231,Comedy,61,944
Urban Square: Kohaku no Tsuigeki,OVA,1986,1,55,55,Action- Mystery,60,1083
Urda,ONA,2002,5,6,30,Action- Sci-Fi,37,1171
Urikupen Kyuujotai,TV_SHORT,1974,156,5,780,Adventure- Comedy,50,213
Urusei Yatsura 3: Remember My Love,MOVIE,1985,1,95,95,Comedy- Drama- Romance- Sci-Fi,68,3650
Urusei Yatsura 4: Lum the Forever,MOVIE,1986,1,95,95,Comedy- Drama- Romance- Sci-Fi,68,3556
Urusei Yatsura OVA,OVA,1985,11,32,352,Adventure- Comedy- Sci-Fi,72,3255
Urusei Yatsura: Haru da- Tobidase!,SPECIAL,1982,1,42,42,Action- Adventure- Comedy- Drama- Romance- Sci-Fi,64,2489
Urusei Yatsura: Itsudatte My Darling,MOVIE,1991,1,77,77,Action- Adventure- Comedy- Drama- Romance- Sci-Fi,66,3441
Urusei Yatsura: Kanketsu-hen,MOVIE,1988,1,85,85,Comedy- Romance- Sci-Fi,73,3632
Urusei Yatsura: Only You,MOVIE,1983,1,102,102,Adventure- Comedy- Romance- Sci-Fi,68,5127
Urusei Yatsura: The Shougaibutsu Suieitaikai,SPECIAL,2008,1,25,25,Comedy- Romance- Sci-Fi,70,2588
URVAN,ONA,2021,1,6,6,Action- Sci-Fi,57,778
usa Weather Show,ONA,2018,1,1,1,Comedy,37,130
Usagi-chan de CUE!!,OVA,2001,3,30,90,Action- Comedy- Ecchi- Romance,53,3153
Usakame,TV_SHORT,2016,12,4,48,Comedy- Sports,56,5017
Usakame Special,SPECIAL,2016,1,4,4,Comedy- Sports,54,1364
Usamaru,ONA,2016,12,5,60,Comedy,49,109
Usamimi Bouken-tan: Sekuhara Shinagara Sekai wo Sukue,OVA,2021,4,17,68,Adventure- Fantasy- Hentai,57,2047
Usavich II,TV_SHORT,2007,13,1,13,Adventure- Comedy,62,1020
Usavich III,TV_SHORT,2008,13,1,13,Comedy,63,928
Usavich IV,TV_SHORT,2011,13,1,13,Comedy,58,753
Usavich Special,SPECIAL,2008,1,1,1,Adventure- Comedy,55,501
Usavich V,TV_SHORT,2012,13,1,13,Comedy,54,646
Usavich ZERO,TV_SHORT,2015,13,2,26,Comedy,51,567
Ushigaeru,ONA,2004,1,8,8,Action,56,184
ushi-nichi,MOVIE,2007,1,9,9,Fantasy,47,35
Ushio to Tora,OVA,1992,10,30,300,Action- Comedy- Horror- Supernatural,70,4698
Ushio to Tora: Comically Deformed Theater,OVA,1993,1,30,30,Action- Comedy- Horror,58,975
Ushiro no Shoumen Daare,MOVIE,1991,1,90,90,Drama- Slice of Life,70,4277
Usuzumizakura -GARO-,MOVIE,2018,1,82,82,Action- Fantasy- Supernatural,64,1911
Uta no☆Prince-sama♪ Maji LOVE 2000%: Shining Star Xmas,SPECIAL,2013,1,22,22,Comedy- Romance,68,4883
Uta no☆Prince-sama♪ Maji LOVE Kingdom,MOVIE,2019,1,84,84,Comedy- Music,71,3440
Uta no☆Prince-sama♪ Maji LOVE Legend Star,TV,2016,13,24,312,Comedy- Drama- Music- Romance,68,7460
Uta no☆Prince-sama♪ Maji LOVE ST☆RISH Tours: Tabi no Hajimari,SPECIAL,2022,1,48,48,Comedy- Music- Romance,67,1170
Uta∽Kata,TV,2004,12,23,276,Drama- Fantasy- Mahou Shoujo- Psychological,62,6577
Uta∽Kata: Shotou no Futanatsu,OVA,2005,1,24,24,Drama- Fantasy- Mahou Shoujo,62,1571
Utae Meloetta: Rinka no Mi wo Sagase!,OVA,2012,1,7,7,Comedy- Fantasy,60,1445
Utawarerumono OVA,OVA,2009,3,29,87,Action- Comedy- Fantasy,69,5366
Utawarerumono Picture Drama,SPECIAL,2009,3,18,54,Comedy- Fantasy,60,1539
Utawarerumono Short Episodes,SPECIAL,2006,4,8,32,Action- Comedy- Drama- Fantasy,72,3287
Utawarerumono: Itsuwari no Kamen Specials,SPECIAL,2016,2,12,24,Comedy- Fantasy,62,1791
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,OVA,2018,1,14,14,Comedy- Fantasy- Slice of Life,67,3403
UTOPA,MOVIE,2016,1,24,24,Adventure- Sci-Fi,54,882
Utsukushii,MUSIC,2007,1,6,6,Comedy,34,158
Utsunomiko,MOVIE,1989,1,80,80,Adventure- Fantasy,50,668
Utsunomiko: Tenjou-hen,OVA,1990,13,30,390,Adventure- Fantasy,55,677
Utsurun Desu.,OVA,2009,3,30,90,Comedy,47,132
Utuber,MUSIC,2024,1,3,3,Comedy- Sci-Fi,62,132
V.G. Neo,OVA,2004,3,30,90,Action- Hentai,48,925
VALHAIT RISING: Kandou e.,ONA,2016,1,3,3,Action- Adventure- Fantasy,53,304
Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,OVA,2009,2,30,60,Fantasy- Hentai,57,1181
Valkyrie Drive: Mermaid Mini OVAs,SPECIAL,2015,6,2,12,Action- Ecchi- Fantasy,57,7093
Valkyrie no Shokutaku,ONA,2019,10,5,50,Comedy- Slice of Life,68,7596
Valkyrie no Shokutaku II,ONA,2020,8,8,64,Comedy- Slice of Life,71,3976
VAMPIRE HOLMES,TV_SHORT,2015,12,3,36,Comedy- Mystery- Supernatural,27,5670
Vampire Hunter: THE ANIMATED SERIES,OVA,1997,4,41,164,Action- Adventure- Drama- Fantasy,63,5938
Vampire Knight: Gekiai no Portrait,SPECIAL,2008,1,3,3,Comedy,60,4722
Vampire Miyu,OVA,1988,4,30,120,Action- Drama- Horror- Psychological- Supernatural,66,6968
Vampiyan Kids,TV,2001,26,23,598,Comedy- Fantasy,58,476
Vampiyan Kids Promotion,SPECIAL,1999,1,2,2,Comedy- Fantasy,40,122
Vandread Gekitou-hen,OVA,2002,1,86,86,Action- Adventure- Comedy- Ecchi- Mecha- Sci-Fi,65,1720
Vandread Taidouhen,OVA,2001,1,78,78,Action- Adventure- Comedy- Ecchi- Mecha- Sci-Fi,63,1792
Vanquished Queens,OVA,2013,4,23,92,Action- Adventure- Ecchi- Fantasy,55,4415
Vapor Trail,MOVIE,2021,1,35,35,Action- Mecha- Sci-Fi,55,1282
Variable Geo,OVA,1996,3,30,90,Action- Ecchi,55,2582
Vary Peri,TV,2012,40,23,920,Adventure,39,138
Vassalord.,OVA,2013,1,27,27,Action- Comedy- Fantasy- Mystery,62,7425
Vatican Kiseki Chousakan: Majo no Soup,OVA,2018,1,25,25,Drama- Mystery- Supernatural,61,1420
VENUS PROJECT: CLIMAX,TV,2015,6,23,138,Action- Music,47,2356
Venus Senki,MOVIE,1989,1,103,103,Action- Adventure- Sci-Fi,67,6661
Venus Versus Virus,TV,2007,12,24,288,Drama- Romance- Supernatural,58,5527
Versailles no Bara: Moetsukita Bara no Shouzou,SPECIAL,1980,1,24,24,Drama- Romance,61,281
Versailles no Bara: Seimei Aru Kagiri Aishite,MOVIE,1987,1,90,90,Drama- Romance,64,1275
Vexille: 2077 Nihon Sakoku,MOVIE,2007,1,110,110,Action- Sci-Fi,64,2821
Video Ehon-kan Nihon Otogibanashi,OVA,1988,29,11,319,Fantasy- Supernatural,63,37
Video Ranger 007,MOVIE,1985,1,70,70,Action- Adventure- Mecha,42,101
Video Senshi Lezarion,TV,1984,45,20,900,Action- Mecha- Sci-Fi,65,722
Viewtiful Joe,TV,2004,51,21,1071,Action- Comedy- Sci-Fi,63,3114
Viking,MUSIC,2021,1,4,4,Action,65,217
Violence Jack: Harem Bomber,OVA,1986,1,37,37,Action- Drama- Horror,48,4566
Violence Jack: Hells Wind,OVA,1990,1,52,52,Action- Drama- Horror,53,3252
Violence Jack: Jigokugai,OVA,1988,1,59,59,Action- Drama- Horror,53,3648
Violence Voyager,MOVIE,2018,1,83,83,Drama- Horror,62,441
Violet Evergarden CM,ONA,2016,2,1,2,Drama- Fantasy- Slice of Life,81,6445
Vipers Creed,TV,2009,12,23,276,Action- Mecha- Sci-Fi,63,2260
Virtua Fighter,TV,1995,35,20,700,Action- Adventure- Comedy,70,2958
Virtua Fighter Costomize Clip,OVA,1997,1,32,32,Action- Drama- Music,51,222
Virtual Star 2000,OVA,2000,6,5,30,Action- Music,41,388
Virtual-san wa Miteiru,TV,2019,12,24,288,Comedy- Music,45,4219
Virtual-san wa Miteiru (OVA),OVA,2019,2,18,36,Comedy- Music,43,434
VIRUS ‐VIRUS BUSTER SERGE‐,TV,1997,12,24,288,Action- Adventure- Mecha- Sci-Fi,57,1768
VitaminX Addiction,OVA,2011,3,29,87,Comedy- Romance,49,677
VIVA LA EVOLUCION,MUSIC,2021,1,4,4,Action- Fantasy- Sci-Fi,56,53
vivi,MUSIC,2012,1,5,5,Adventure- Drama,56,464
ViVid Strike! OVA,OVA,2017,3,18,54,Action- Mahou Shoujo- Sports,64,3952
Vivy: Fluorite Eye’s Song - PILOT MOVIE,SPECIAL,2021,1,2,2,Action- Music- Sci-Fi,73,7047
Votoms Finder,OVA,2010,1,39,39,Action- Drama- Mecha- Sci-Fi,57,1343
VS Kishi Ramune & 40 FRESH,OVA,1997,6,30,180,Adventure- Comedy- Ecchi- Mecha- Sci-Fi,60,1122
VS Kishi Ramune & 40 Honoo,TV,1996,26,20,520,Comedy- Fantasy,68,1320
VSPO! × Vanguard Animation PV,SPECIAL,2024,1,1,1,Action- Fantasy,56,237
W: Wish,TV_SHORT,2004,13,12,156,Drama- Romance- Slice of Life,56,3106
Wa Wa Wa Wappi-chan,TV,2006,26,30,780,Comedy,39,94
Waanabi.jk,SPECIAL,2013,2,1,2,Comedy- Slice of Life,45,558
Wadachi wo Koete Yuke,MOVIE,2025,1,30,30,Drama- Sci-Fi,55,532
Waga Seishun no Arcadia,MOVIE,1982,1,130,130,Action- Adventure- Drama- Sci-Fi,74,4539
Waga Seishun no Arcadia: Mugen Kidou SSX,TV,1982,22,25,550,Action- Adventure- Drama- Sci-Fi,73,2959
Wagahai wa Inu de Aru: Don Matsugoro no Seikatsu,SPECIAL,1983,1,72,72,Comedy- Slice of Life,49,139
